"";"Taxa";"BL";"FR";"BD";"MO";"AM";"LS";"OT";"OS";"CS";"id";"name";"AphiaID";"url";"scientificname";"authority";"status";"unacceptreason";"taxonRankID";"rank";"valid_AphiaID";"valid_name";"valid_authority";"parentNameUsageID";"kingdom";"phylum";"class";"order";"family";"genus";"citation";"lsid";"isMarine";"isBrackish";"isFreshwater";"isTerrestrial";"isExtinct";"match_type";"modified";"Kingdom";"Phylum";"Subphylum";"Superclass";"Class";"Subclass";"Superorder";"Order";"Suborder";"Infraorder";"Parvorder";"Superfamily";"Family";"Genus";"Species";"Infraclass";"Subterclass";"Subfamily";"Tribe";"Section";"Subsection";"Subgenus";"Subspecies"
"21";"Ampelisca diadema";1;2;3;1;1;1;1;1;1;21;"Ampelisca diadema";101896;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=101896";"Ampelisca diadema";"(Costa, 1853)";"accepted";NA;220;"Species";101896;"Ampelisca diadema";"(Costa, 1853)";101445;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Ampeliscidae";"Ampelisca";"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2021). World Amphipoda Database. Ampelisca diadema (Costa, 1853). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=101896 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:101896";1;0;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Amphipoda";"Amphilochidea";"Lysianassida";"Synopiidira";"Synopioidea";"Ampeliscidae";"Ampelisca";"Ampelisca diadema";NA;NA;NA;NA;NA;NA;NA;NA
"22";"Ampelisca macrocephala";2;2;3;1;1;2;1;1;1;22;"Ampelisca macrocephala";101908;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=101908";"Ampelisca macrocephala";"Liljeborg, 1852";"accepted";NA;220;"Species";101908;"Ampelisca macrocephala";"Liljeborg, 1852";101445;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Ampeliscidae";"Ampelisca";"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2021). World Amphipoda Database. Ampelisca macrocephala Liljeborg, 1852. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=101908 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:101908";1;0;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Amphipoda";"Amphilochidea";"Lysianassida";"Synopiidira";"Synopioidea";"Ampeliscidae";"Ampelisca";"Ampelisca macrocephala";NA;NA;NA;NA;NA;NA;NA;NA
"23";"Ampelisca spinipes";2;2;3;1;1;2;1;1;1;23;"Ampelisca spinipes";101928;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=101928";"Ampelisca spinipes";"Boeck, 1861";"accepted";NA;220;"Species";101928;"Ampelisca spinipes";"Boeck, 1861";101445;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Ampeliscidae";"Ampelisca";"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2021). World Amphipoda Database. Ampelisca spinipes Boeck, 1861. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=101928 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:101928";1;0;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Amphipoda";"Amphilochidea";"Lysianassida";"Synopiidira";"Synopioidea";"Ampeliscidae";"Ampelisca";"Ampelisca spinipes";NA;NA;NA;NA;NA;NA;NA;NA
"24";"Ampelisca tenuicornis";1;2;3;1;1;2;1;1;1;24;"Ampelisca tenuicornis";101930;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=101930";"Ampelisca tenuicornis";"Liljeborg, 1856";"accepted";NA;220;"Species";101930;"Ampelisca tenuicornis";"Liljeborg, 1856";101445;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Ampeliscidae";"Ampelisca";"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2021). World Amphipoda Database. Ampelisca tenuicornis Liljeborg, 1856. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=101930 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:101930";1;0;0;0;NA;"exact";"2019-05-10T16:32:35.183Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Amphipoda";"Amphilochidea";"Lysianassida";"Synopiidira";"Synopioidea";"Ampeliscidae";"Ampelisca";"Ampelisca tenuicornis";NA;NA;NA;NA;NA;NA;NA;NA
"25";"Ampharete";3;3;2;3;1;1;3;3;1;25;"Ampharete";129155;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=129155";"Ampharete";"Malmgren, 1866";"accepted";NA;180;"Genus";129155;"Ampharete";"Malmgren, 1866";1448705;"Animalia";"Annelida";"Polychaeta";"Terebellida";"Ampharetidae";"Ampharete";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Ampharete Malmgren, 1866. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129155 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:129155";1;1;0;0;0;"exact";"2020-07-17T03:09:42.803Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Terebellida";"Terebelliformia";NA;NA;NA;"Ampharetidae";"Ampharete";NA;"Canalipalpata";NA;"Ampharetinae";"Ampharetini";NA;NA;NA;NA
"26";"Amphipholis squamata";3;3;4;2;2;2;1;1;1;26;"Amphipholis squamata";125064;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125064";"Amphipholis squamata";"(Delle Chiaje, 1828)";"accepted";NA;220;"Species";125064;"Amphipholis squamata";"(Delle Chiaje, 1828)";123612;"Animalia";"Echinodermata";"Ophiuroidea";"Amphilepidida";"Amphiuridae";"Amphipholis";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Amphipholis squamata (Delle Chiaje, 1828). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125064 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:125064";1;1;0;0;NA;"exact";"2016-05-18T09:52:29.393Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Ophintegrida";"Amphilepidida";"Gnathophiurina";NA;NA;"Amphiuroidea";"Amphiuridae";"Amphipholis";"Amphipholis squamata";"Metophiurida";NA;NA;NA;NA;NA;NA;NA
"27";"Amphiura chiajei";5;3;2;2;3;4;3;3;1;27;"Amphiura chiajei";125073;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125073";"Amphiura chiajei";"Forbes, 1843";"accepted";NA;220;"Species";125073;"Amphiura chiajei";"Forbes, 1843";123613;"Animalia";"Echinodermata";"Ophiuroidea";"Amphilepidida";"Amphiuridae";"Amphiura";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Amphiura chiajei Forbes, 1843. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125073 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:125073";1;0;0;0;NA;"exact";"2007-07-18T12:17:12.423Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Ophintegrida";"Amphilepidida";"Gnathophiurina";NA;NA;"Amphiuroidea";"Amphiuridae";"Amphiura";"Amphiura chiajei";"Metophiurida";NA;NA;NA;NA;NA;NA;NA
"28";"Amphiura filiformis";5;3;3;2;3;4;3;4;1;28;"Amphiura filiformis";125080;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125080";"Amphiura filiformis";"(O.F. Müller, 1776)";"accepted";NA;220;"Species";125080;"Amphiura filiformis";"(O.F. Müller, 1776)";123613;"Animalia";"Echinodermata";"Ophiuroidea";"Amphilepidida";"Amphiuridae";"Amphiura";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Amphiura filiformis (O.F. Müller, 1776). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125080 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:125080";1;0;0;0;NA;"exact";"2007-07-18T12:17:12.423Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Ophintegrida";"Amphilepidida";"Gnathophiurina";NA;NA;"Amphiuroidea";"Amphiuridae";"Amphiura";"Amphiura filiformis";"Metophiurida";NA;NA;NA;NA;NA;NA;NA
"29";"Anseropoda placenta";4;2;3;2;2;3;3;3;2;29;"Anseropoda placenta";123985;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=123985";"Anseropoda placenta";"(Pennant, 1777)";"accepted";NA;220;"Species";123985;"Anseropoda placenta";"(Pennant, 1777)";123280;"Animalia";"Echinodermata";"Asteroidea";"Valvatida";"Asterinidae";"Anseropoda";"Mah, C.L. (2021). World Asteroidea Database. Anseropoda placenta (Pennant, 1777). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=123985 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:123985";1;0;0;0;0;"exact";"2008-10-24T13:48:31.517Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Asteroidea";NA;"Valvatacea";"Valvatida";NA;NA;NA;NA;"Asterinidae";"Anseropoda";"Anseropoda placenta";NA;NA;NA;NA;NA;NA;NA;NA
"30";"Antedon";5;3;4;1;2;2;3;3;2;30;"Antedon";123349;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=123349";"Antedon";"de Fréminville, 1811";"accepted";NA;180;"Genus";123349;"Antedon";"de Fréminville, 1811";710752;"Animalia";"Echinodermata";"Crinoidea";"Comatulida";"Antedonidae";"Antedon";"Messing, C. (2021). World List of Crinoidea. Antedon de Fréminville, 1811. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=123349 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:123349";1;0;0;0;NA;"exact";"2012-12-27T20:48:33.383Z";"Animalia";"Echinodermata";"Crinozoa";NA;"Crinoidea";"Articulata";NA;"Comatulida";NA;NA;NA;"Antedonoidea";"Antedonidae";"Antedon";NA;NA;NA;"Antedoninae";NA;NA;NA;NA;NA
"31";"Antedon petasus";5;3;4;1;2;2;3;3;2;31;"Antedon petasus";124210;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124210";"Antedon petasus";"(Düben & Koren, 1846)";"accepted";NA;220;"Species";124210;"Antedon petasus";"(Düben & Koren, 1846)";123349;"Animalia";"Echinodermata";"Crinoidea";"Comatulida";"Antedonidae";"Antedon";"Messing, C. (2021). World List of Crinoidea. Antedon petasus (Düben & Koren, 1846). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124210 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124210";1;0;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Echinodermata";"Crinozoa";NA;"Crinoidea";"Articulata";NA;"Comatulida";NA;NA;NA;"Antedonoidea";"Antedonidae";"Antedon";"Antedon petasus";NA;NA;"Antedoninae";NA;NA;NA;NA;NA
"32";"Aonides paucibranchiata";2;3;3;2;1;1;3;3;1;32;"Aonides paucibranchiata";131107;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=131107";"Aonides paucibranchiata";"Southern, 1914";"accepted";NA;220;"Species";131107;"Aonides paucibranchiata";"Southern, 1914";129605;"Animalia";"Annelida";"Polychaeta";"Spionida";"Spionidae";"Aonides";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Aonides paucibranchiata Southern, 1914. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=131107 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:131107";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Spionida";"Spioniformia";NA;NA;NA;"Spionidae";"Aonides";"Aonides paucibranchiata";"Canalipalpata";NA;NA;NA;NA;NA;NA;NA
"33";"Aphelochaeta marioni";3;3;3;2;2;3;3;3;1;33;"Aphelochaeta marioni";129938;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=129938";"Aphelochaeta marioni";"(Saint-Joseph, 1894)";"accepted";NA;220;"Species";129938;"Aphelochaeta marioni";"(Saint-Joseph, 1894)";129240;"Animalia";"Annelida";"Polychaeta";"Terebellida";"Cirratulidae";"Aphelochaeta";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Aphelochaeta marioni (Saint-Joseph, 1894). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129938 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:129938";1;NA;NA;NA;NA;"exact";"2013-05-06T22:56:46.353Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Terebellida";"Cirratuliformia";NA;NA;NA;"Cirratulidae";"Aphelochaeta";"Aphelochaeta marioni";"Canalipalpata";NA;NA;NA;NA;NA;NA;NA
"34";"Aphrodita";4;2;3;2;2;3;3;4;1;34;"Aphrodita";129194;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=129194";"Aphrodita";"Linnaeus, 1758";"accepted";NA;180;"Genus";129194;"Aphrodita";"Linnaeus, 1758";938;"Animalia";"Annelida";"Polychaeta";"Phyllodocida";"Aphroditidae";"Aphrodita";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Aphrodita Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129194 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:129194";1;0;0;0;0;"exact";"2020-01-22T21:20:04.987Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Errantia";NA;"Phyllodocida";"Aphroditiformia";NA;NA;NA;"Aphroditidae";"Aphrodita";NA;NA;NA;NA;NA;NA;NA;NA;NA
"35";"Aphrodita aculeata";4;2;3;2;2;3;3;4;2;35;"Aphrodita aculeata";129840;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=129840";"Aphrodita aculeata";"Linnaeus, 1758";"accepted";NA;220;"Species";129840;"Aphrodita aculeata";"Linnaeus, 1758";129194;"Animalia";"Annelida";"Polychaeta";"Phyllodocida";"Aphroditidae";"Aphrodita";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Aphrodita aculeata Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129840 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:129840";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Errantia";NA;"Phyllodocida";"Aphroditiformia";NA;NA;NA;"Aphroditidae";"Aphrodita";"Aphrodita aculeata";NA;NA;NA;NA;NA;NA;NA;NA
"36";"Aporrhais pespelecani";3;1;4;2;2;3;3;3;1,2;36;"Aporrhais pespelecani";138760;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138760";"Aporrhais pespelecani";"(Linnaeus, 1758)";"accepted";NA;220;"Species";138760;"Aporrhais pespelecani";"(Linnaeus, 1758)";137656;"Animalia";"Mollusca";"Gastropoda";"Littorinimorpha";"Aporrhaidae";"Aporrhais";"MolluscaBase eds. (2021). MolluscaBase. Aporrhais pespelecani (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138760 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138760";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Caenogastropoda";NA;"Littorinimorpha";NA;NA;NA;"Stromboidea";"Aporrhaidae";"Aporrhais";"Aporrhais pespelecani";NA;NA;NA;NA;NA;NA;NA;NA
"37";"Aporrhais serresianus";3;1;4;2;2;3;3;3;2;1;"Aporrhais serresianus";751348;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=751348";"Aporrhais serreseanus";"[sic]";"unaccepted";NA;220;"Species";138761;"Aporrhais serresiana";"(Michaud, 1828)";137656;"Animalia";"Mollusca";"Gastropoda";"Littorinimorpha";"Aporrhaidae";"Aporrhais";"MolluscaBase eds. (2021). MolluscaBase. Aporrhais serreseanus [sic]. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=751348 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:751348";1;NA;NA;NA;NA;"near_1";"2014-01-31T10:00:09.677Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Caenogastropoda";NA;"Littorinimorpha";NA;NA;NA;"Stromboidea";"Aporrhaidae";"Aporrhais";"Aporrhais serreseanus";NA;NA;NA;NA;NA;NA;NA;NA
"38";"Arcopagia crassa";3;1;2;2;2;3;3;4;1;38;"Arcopagia crassa";141577;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=141577";"Arcopagia crassa";"(Pennant, 1777)";"accepted";NA;220;"Species";141577;"Arcopagia crassa";"(Pennant, 1777)";138529;"Animalia";"Mollusca";"Bivalvia";"Cardiida";"Tellinidae";"Arcopagia";"MolluscaBase eds. (2021). MolluscaBase. Arcopagia crassa (Pennant, 1777). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141577 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:141577";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Cardiida";NA;NA;NA;"Tellinoidea";"Tellinidae";"Arcopagia";"Arcopagia crassa";"Heteroconchia";"Euheterodonta";"Arcopagiinae";NA;NA;NA;NA;NA
"39";"Arctica islandica";4;1;3;4;3;4;3;4;1,2;39;"Arctica islandica";138802;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138802";"Arctica islandica";"(Linnaeus, 1767)";"accepted";NA;220;"Species";138802;"Arctica islandica";"(Linnaeus, 1767)";137675;"Animalia";"Mollusca";"Bivalvia";"Venerida";"Arcticidae";"Arctica";"MolluscaBase eds. (2021). MolluscaBase. Arctica islandica (Linnaeus, 1767). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138802 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138802";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Venerida";NA;NA;NA;"Arcticoidea";"Arcticidae";"Arctica";"Arctica islandica";"Heteroconchia";"Euheterodonta";NA;NA;NA;NA;NA;NA
"40";"Aristaeomorpha foliacea";4;1;4;1;2;3;3;3;2;40;"Aristaeomorpha foliacea";158326;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=158326";"Aristaeomorpha foliacea";"(Risso, 1827 in [Risso, 1826-1827])";"accepted";NA;220;"Species";158326;"Aristaeomorpha foliacea";"(Risso, 1827 in [Risso, 1826-1827])";158325;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Aristeidae";"Aristaeomorpha";"WoRMS (2021). Aristaeomorpha foliacea (Risso, 1827 in [Risso, 1826-1827]). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=158326 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:158326";1;NA;0;0;NA;"exact";"2019-10-16T10:44:35.757Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Dendrobranchiata";NA;NA;"Penaeoidea";"Aristeidae";"Aristaeomorpha";"Aristaeomorpha foliacea";NA;NA;NA;NA;NA;NA;NA;NA
"41";"Armina loveni";2;2;3;2;1;1;3;3;2;41;"Armina loveni";138804;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138804";"Armina loveni";"(Bergh, 1866)";"accepted";NA;220;"Species";138804;"Armina loveni";"(Bergh, 1866)";137677;"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Arminidae";"Armina";"MolluscaBase eds. (2021). MolluscaBase. Armina loveni (Bergh, 1866). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138804 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138804";1;NA;NA;NA;NA;"exact";"2014-03-04T18:55:10.967Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Heterobranchia";"Nudipleura";"Nudibranchia";"Cladobranchia";NA;NA;"Arminoidea";"Arminidae";"Armina";"Armina loveni";"Euthyneura";"Ringipleura";NA;NA;NA;NA;NA;NA
"42";"Asbjornsenia pygmaea";1;1;3;2;2;3;3;4;1;42;"Asbjornsenia pygmaea";879714;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=879714";"Asbjornsenia pygmaea";"(Lovén, 1846)";"accepted";NA;220;"Species";879714;"Asbjornsenia pygmaea";"(Lovén, 1846)";741746;"Animalia";"Mollusca";"Bivalvia";"Cardiida";"Tellinidae";"Asbjornsenia";"MolluscaBase eds. (2021). MolluscaBase. Asbjornsenia pygmaea (Lovén, 1846). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=879714 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:879714";1;NA;NA;NA;NA;"exact";"2016-06-10T10:45:35.170Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Cardiida";NA;NA;NA;"Tellinoidea";"Tellinidae";"Asbjornsenia";"Asbjornsenia pygmaea";"Heteroconchia";"Euheterodonta";"Moerellinae";NA;NA;NA;NA;NA
"43";"Astarte montagui";2;1;4;2;2;3;3;3;1;43;"Astarte montagui";138823;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138823";"Astarte montagui";"(Dillwyn, 1817)";"accepted";NA;220;"Species";138823;"Astarte montagui";"(Dillwyn, 1817)";137683;"Animalia";"Mollusca";"Bivalvia";"Carditida";"Astartidae";"Astarte";"MolluscaBase eds. (2021). MolluscaBase. Astarte montagui (Dillwyn, 1817). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138823 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138823";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";NA;"Carditida";NA;NA;NA;"Crassatelloidea";"Astartidae";"Astarte";"Astarte montagui";"Heteroconchia";"Archiheterodonta";NA;NA;NA;NA;NA;NA
"44";"Astarte sulcata";2;1;4;2;2;3;3;3;2;44;"Astarte sulcata";138824;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138824";"Astarte sulcata";"(da Costa, 1778)";"accepted";NA;220;"Species";138824;"Astarte sulcata";"(da Costa, 1778)";137683;"Animalia";"Mollusca";"Bivalvia";"Carditida";"Astartidae";"Astarte";"MolluscaBase eds. (2021). MolluscaBase. Astarte sulcata (da Costa, 1778). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138824 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138824";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";NA;"Carditida";NA;NA;NA;"Crassatelloidea";"Astartidae";"Astarte";"Astarte sulcata";"Heteroconchia";"Archiheterodonta";NA;NA;NA;NA;NA;NA
"45";"Asterias";5;2;4;2;2;3;3;3;1;45;"Asterias";123219;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=123219";"Asterias";"Linnaeus, 1758";"accepted";NA;180;"Genus";123219;"Asterias";"Linnaeus, 1758";123121;"Animalia";"Echinodermata";"Asteroidea";"Forcipulatida";"Asteriidae";"Asterias";"WoRMS (2021). Asterias Linnaeus, 1758. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=123219 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:123219";1;0;0;0;0;"exact";"2007-12-19T07:06:44.003Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Asteroidea";NA;"Forcipulatacea";"Forcipulatida";NA;NA;NA;NA;"Asteriidae";"Asterias";NA;NA;NA;NA;NA;NA;NA;NA;NA
