Phyllum;Class;Order;Family;Genus;Taxon;Mobility;Fragility;Position;Size;Feeding mode;VME;sp_vulne_ospar;Longevity;Larval development
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera alba;1;0;1;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera fallax;1;0;1;2;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera lapidum;1;0;1;2;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera oxycephala;1;0;1;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera tridactyla;1;0;1;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Goniadidae;Glycinde;Glycinde nordmanni;1;0;1;0;1;2;2;2;1
Mollusca;Bivalvia;Arcoida;Glycymerididae;Glycymeris;Glycymeris;2;0;2;2;3;2;2;4;
Mollusca;Bivalvia;Arcoida;Glycymerididae;Glycymeris;Glycymeris glycymeris;2;0;0;2;3;2;2;4;1
Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Golfingia;Golfingia;2;0;1;2;1;2;2;;
Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Golfingia;Golfingia elongata;2;0;1;2;1;2;2;;3
Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Golfingia;Golfingia vulgaris;2;0;1;2;1;2;2;;1
Arthropoda;Malacostraca;Decapoda;Goneplacidae;Goneplax;Goneplax rhomboides;1;2;2;2;1;2;2;3;
Annelida;Polychaeta;Phyllodocida;Goniadidae;Goniada;Goniada maculata;1;0;1;2;1;2;2;;
Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;;Gorgoniidae;3;3;3;3;3;2;2;;
Mollusca;Bivalvia;Venerida;Veneridae;Gouldia;Gouldia minima;2;3;1;0;3;2;2;;
Echinodermata;Echinoidea;Camarodonta;Echinidae;Gracilechinus;Gracilechinus acutus;2;2;2;3;1;2;2;;
Echinodermata;Echinoidea;Camarodonta;Echinidae;Gracilechinus;Gracilechinus elegans;1;2;2;3;1;2;2;;
Mollusca;Bivalvia;Ostreoida;Gryphaeidae;;Gryphaeidae;3;0;2;3;3;2;2;;
Brachiopoda;Rhynchonellata;Terebratulida;Terebratulidae;Gryphus;Gryphus vitreus;3;3;2;0;3;4;2;;
Bryozoa;Gymnolaemata;;;;Gymnolaemata;3;2;3;2;3;2;2;;
Mollusca;Gastropoda;Neogastropoda;Muricidae;Hadriania;Hadriania craticulata;2;0;2;0;1;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Haleciidae;Halecium;Halecium;3;3;3;2;3;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Haleciidae;Halecium;Halecium halecinum;3;3;3;2;3;2;2;;
Cnidaria;Demospongiae;Halichondrida;Halichondriidae;Halichondria;Halichondria;3;3;2;3;3;2;2;;
Porifera;Demospongiae;Halichondrida;Halichondriidae;Halichondria;Halichondria (Halichondria) bowerbanki;3;3;3;3;3;2;2;3;
Porifera;Demospongiae;Halichondrida;Halichondriidae;Halichondria;Halichondria (Halichondria) panicea;3;3;3;3;3;2;2;3;
Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona;3;3;3;3;3;4;2;;
Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona (Haliclona) oculata;3;3;3;3;3;4;2;;
Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona (Reniera) cinerea;3;3;3;3;3;4;2;;
Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona oculata;3;3;3;3;3;2;2;;
Chordata;Ascidiacea;Stolidobranchia;Pyuridae;Halocynthia;Halocynthia papillosa;3;2;2;3;3;2;2;;
Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe;2;0;2;0;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe clavigera;2;0;2;0;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe extenuata;2;0;2;0;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe spinifera;1;0;1;0;1;2;2;3;1
Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;Henricia;1;2;2;3;1;2;2;3;1
Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;Henricia oculata;1;2;2;3;1;2;2;;1
Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Henricia;Henricia sanguinolenta;1;2;2;3;1;2;2;;1
Mollusca;Bivalvia;Pectinida;Anomiidae;Heteranomia;Heteranomia squamula;2;0;2;0;3;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Heteroteuthis;Heteroteuthis (Heteroteuthis) dispar;0;2;3;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Heteroteuthis;Heteroteuthis dispar;0;2;3;0;1;2;2;;
Mollusca;Gastropoda;Neogastropoda;Muricidae;Hexaplex;Hexaplex trunculus;2;3;2;2;1;2;2;;
Mollusca;Bivalvia;[unassigned] Euheterodonta;Hiatellidae;Hiatella;Hiatella;2;0;0;0;1;2;2;;
Mollusca;Bivalvia;[unassigned] Euheterodonta;Hiatellidae;Hiatella;Hiatella arctica;2;0;0;0;1;2;2;4;
Annelida;Polychaeta;Eunicida;Lumbrineridae;Hilbigneris;Hilbigneris pleijeli;1;0;1;2;1;2;2;4;1
Mollusca;Gastropoda;Neogastropoda;Nassariidae;Hinia;Hinia;1;0;2;0;1;2;2;;
Echinodermata;Asteroidea;Valvatida;Goniasteridae;Hippasteria;Hippasteria phrygiana;1;2;2;3;1;2;2;2;
Arthropoda;Malacostraca;Decapoda;Hippolytidae;Hippolyte;Hippolyte varians;1;2;2;0;1;2;2;;
Mollusca;Gastropoda;Neogastropoda;Muricidae;Hirtomurex;Hirtomurex squamosus;1;0;2;0;1;2;2;3;1
Annelida;Clitellata;;;;Hirudinea;2;2;2;2;1;2;2;;
Mollusca;Cephalopoda;Oegopsida;Histioteuthidae;Histioteuthis;Histioteuthis;0;2;3;2;1;2;2;;
Mollusca;Cephalopoda;Oegopsida;Histioteuthidae;Histioteuthis;Histioteuthis bonnellii;0;2;3;2;1;2;2;;
Mollusca;Cephalopoda;Oegopsida;Histioteuthidae;Histioteuthis;Histioteuthis reversa;0;2;3;2;1;2;2;;
Echinodermata;Holothuroidea;Aspidochirotida;Holothuriidae;Holothuria;Holothuria;1;2;2;3;1;2;2;;
Echinodermata;Holothuroidea;Aspidochirotida;Holothuriidae;Holothuria;Holothuria (Holothuria) mammata;1;2;2;3;1;2;2;3;
Echinodermata;Holothuroidea;Aspidochirotida;Holothuriidae;Holothuria;Holothuria (Holothuria) tubulosa;1;2;2;3;1;2;2;3;
Echinodermata;Holothuroidea;Aspidochirotida;Holothuriidae;Holothuria;Holothuria (Panningothuria) forskali;2;2;2;3;3;2;2;2;
Arthropoda;Malacostraca;Decapoda;Nephropidae;Homarus;Homarus gammarus;1;1;2;3;1;2;2;3;
Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Hormathia;Hormathia;3;2;2;2;1;2;2;;
Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Hormathia;Hormathia digitata;3;2;2;2;1;2;2;;
Annelida;Polychaeta;Eunicida;Onuphidae;Hyalinoecia;Hyalinoecia;1;2;2;0;3;2;2;;
Annelida;Polychaeta;Eunicida;Onuphidae;Hyalinoecia;Hyalinoecia bilineata;1;2;2;0;3;2;2;;
Annelida;Polychaeta;Eunicida;Onuphidae;Hyalinoecia;Hyalinoecia tubicola;1;2;2;0;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Oregoniidae;Hyas;Hyas;1;2;2;2;1;2;2;2;
Arthropoda;Malacostraca;Decapoda;Oregoniidae;Hyas;Hyas araneus;1;2;2;2;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Oregoniidae;Hyas;Hyas coarctatus;1;2;2;2;1;2;2;3;1
Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Hydractinia;Hydractinia echinata;3;2;2;0;3;2;2;3;1
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Hydrallmania;Hydrallmania falcata;3;3;3;3;3;2;2;;
Cnidaria;Hydrozoa;;;;Hydrozoa;3;3;3;3;3;4;4;;
Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Hymedesmia;Hymedesmia;3;3;2;3;3;2;2;2;
Echinodermata;Asteroidea;Brisingida;Brisingidae;Hymenodiscus;Hymenodiscus coronata;1;3;2;3;3;2;2;;
Bryozoa;Stenolaemata;Cyclostomatida;Tubuliporidae;Idmidronea;Idmidronea;3;3;2;1;3;2;2;;
Arthropoda;Malacostraca;Isopoda;Idoteidae;Idotea;Idotea linearis;1;2;2;0;1;2;2;;
Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Illex;Illex coindetii;0;2;3;3;1;2;2;2;3
Arthropoda;Malacostraca;Decapoda;Inachidae;;Inachidae;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;Inachus;1;2;2;0;1;2;2;2;
Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;Inachus communissimus;1;2;2;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;Inachus dorsettensis;1;2;2;0;1;2;2;2;
Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;Inachus leptochirus;1;2;2;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;Inachus phalangium;1;2;2;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Inachidae;Inachus;Inachus thoracicus;1;2;2;0;1;2;2;2;1
Mollusca;Gastropoda;;Lepetidae;Iothia;Iothia fulva;1;0;2;0;1;2;2;;
Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;;Ischnochitonidae;1;2;2;0;1;2;2;2;1
Cnidaria;Anthozoa;Alcyonacea;Isididae;Isidella;Isidella elongata;3;3;3;3;3;4;2;;
Arthropoda;Malacostraca;Isopoda;Janiridae;Janira;Janira maculosa;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Laomediidae;Jaxea;Jaxea nocturna;2;2;0;2;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Discodorididae;Jorunna;Jorunna tomentosa;1;2;2;2;1;2;2;3;
Annelida;Polychaeta;Sabellida;Serpulidae;Josephella;Josephella marenzelleri;3;0;1;0;3;2;2;;
Mollusca;Gastropoda;;Trochidae;Jujubinus;Jujubinus exasperatus;1;0;2;0;1;2;2;;
Mollusca;Gastropoda;;Trochidae;Jujubinus;Jujubinus montagui;1;0;2;0;1;2;2;;
Mollusca;Gastropoda;;Trochidae;Jujubinus;Jujubinus striatus;1;0;2;0;1;2;2;4;3
Mollusca;Gastropoda;Nudibranchia;;Kaloplocamus;Kaloplocamus ramosus;2;2;2;2;1;2;2;;
Mollusca;Bivalvia;Galeommatida;Lasaeidae;Kellia;Kellia suborbicularis;1;3;1;0;3;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Kirchenpaueriidae;Kirchenpaueria;Kirchenpaueria pinnata;3;3;3;3;3;2;2;;
Annelida;Polychaeta;Terebellida;Cirratulidae;Kirkegaardia;Kirkegaardia;1;0;1;3;1;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Lacuna;Lacuna crassior;2;1;2;0;1;2;2;3;
Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Laetmonice;1;3;2;0;1;2;2;3;
Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Laetmonice hystrix;1;0;2;2;1;2;2;3;1
Mollusca;Bivalvia;Veneroida;Cardiidae;Laevicardium;Laevicardium crassum;2;0;1;2;3;2;2;3;1
Mollusca;Bivalvia;Veneroida;Cardiidae;Laevicardium;Laevicardium oblongum;2;0;1;2;3;2;2;4;1
Annelida;Polychaeta;Terebellida;Pectinariidae;Lagis;Lagis koreni;2;1;0;0;1;2;2;4;1
Mollusca;Gastropoda;Littorinimorpha;Velutinidae;Lamellaria;Lamellaria;2;2;2;0;1;2;2;2;
Mollusca;Gastropoda;Littorinimorpha;Velutinidae;Lamellaria;Lamellaria latens;1;2;2;0;1;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Velutinidae;Lamellaria;Lamellaria perspicua;2;2;2;0;1;2;2;;
Annelida;Polychaeta;Terebellida;Terebellidae;Lanice;Lanice conchilega;2;0;0;2;1;4;2;;
Annelida;Polychaeta;Spionida;Spionidae;Laonice;Laonice cirrata;1;0;1;3;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Latreilliidae;Latreillia;Latreillia;2;3;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Latreilliidae;Latreillia;Latreillia elegans;2;3;2;0;1;2;2;;
Annelida;Polychaeta;;Maldanidae;Leiochone;Leiochone leiopygos;2;0;1;3;1;2;2;;
Annelida;Polychaeta;Eunicida;Eunicidae;Leodice;Leodice harassii;1;0;2;3;1;2;2;;
Mollusca;Polyplacophora;Chitonida;Lepidochitonidae;Lepidochitona;Lepidochitona cinerea;1;1;2;0;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Polynoidae;Lepidonotus;Lepidonotus clava;1;0;2;0;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Polynoidae;Lepidonotus;Lepidonotus squamatus;1;0;2;0;1;2;2;3;1
Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Leptasterias;Leptasterias (Leptasterias) muelleri;1;2;2;2;1;2;2;3;1
Arthropoda;Malacostraca;Amphipoda;Corophiidae;Leptocheirus;Leptocheirus tricristatus;1;2;1;0;1;2;2;;
Mollusca;Polyplacophora;Lepidopleurida;Leptochitonidae;Leptochiton;Leptochiton asellus;1;2;2;0;1;2;2;;
Mollusca;Polyplacophora;Lepidopleurida;Leptochitonidae;Leptochiton;Leptochiton cancellatus;1;0;2;0;1;2;2;3;1
Echinodermata;Crinoidea;Comatulida;Antedonidae;Leptometra;Leptometra;2;3;3;3;3;4;2;;
Echinodermata;Crinoidea;Comatulida;Antedonidae;Leptometra;Leptometra celtica;2;3;3;3;3;4;2;;
Echinodermata;Crinoidea;Comatulida;Antedonidae;Leptometra;Leptometra phalangium;2;3;3;3;3;4;2;;
Mollusca;Bivalvia;Galeommatida;Lasaeidae;Lepton;Lepton squamosum;2;3;1;0;3;2;2;;
Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Leptopentacta;Leptopentacta;2;2;0;2;3;2;2;;
Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Leptopentacta;Leptopentacta elongata;2;2;0;2;3;2;2;3;
Echinodermata;Holothuroidea;Apodida;Synaptidae;Leptosynapta;Leptosynapta inhaerens;2;3;0;2;3;2;2;3;
Porifera;Calcarea;Leucosolenida;Leucosoleniidae;Leucosolenia;Leucosolenia variabilis;3;3;2;0;3;2;2;3;
Annelida;Polychaeta;;Paraonidae;Levinsenia;Levinsenia gracilis;1;0;1;0;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Hippolytidae;Ligur;Ligur ensiferus;1;2;2;2;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Polyceridae;Limacia;Limacia clavigera;1;3;2;0;1;2;2;;
Mollusca;Bivalvia;Limida;Limidae;Limaria;Limaria hians;3;3;2;0;3;2;2;;
Mollusca;Bivalvia;Limida;Limidae;Limaria;Limaria loscombi;3;3;2;0;3;2;2;;
Nemertea;Anopla;;Lineidae;Lineus;Lineus;2;0;0;3;1;2;2;;
Nemertea;Anopla;;Lineidae;Lineus;Lineus bilineatus;2;0;0;3;1;2;2;1;3
Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus;1;1;2;2;1;2;2;1;3
Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus corrugatus;0;1;2;2;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus depurator;0;1;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus holsatus;0;1;2;2;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus marmoreus;0;1;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus navigator;0;1;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus pusillus;1;1;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus vernalis;0;1;2;0;1;2;2;3;1
Mollusca;Gastropoda;Neogastropoda;Buccinidae;Liomesus;Liomesus ovum;1;1;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Lithodidae;Lithodes;Lithodes maja;1;2;2;2;1;2;2;4;3
Mollusca;Cephalopoda;Myopsida;Loliginidae;Loligo;Loligo;0;2;3;3;1;2;2;;
Mollusca;Cephalopoda;Myopsida;Loliginidae;Loligo;Loligo forbesii;0;2;3;3;1;2;2;;
Mollusca;Cephalopoda;Myopsida;Loliginidae;Loligo;Loligo vulgaris;0;2;3;3;1;2;2;;
Arthropoda;Malacostraca;Lophogastrida;Lophogastridae;Lophogaster;Lophogaster typicus;0;1;3;0;1;2;2;;
Mollusca;Bivalvia;Lucinoida;Lucinidae;Lucinoma;Lucinoma borealis;2;0;0;0;1;2;2;;
Echinodermata;Asteroidea;Paxillosida;Luidiidae;Luidia;Luidia;1;2;2;3;1;2;2;3;
Echinodermata;Asteroidea;Paxillosida;Luidiidae;Luidia;Luidia ciliaris;1;2;2;3;1;2;2;3;
Echinodermata;Asteroidea;Paxillosida;Luidiidae;Luidia;Luidia sarsii;1;2;2;3;1;2;2;3;
;;;;;Lumbricalis adriatica;1;0;1;2;1;2;2;;
Annelida;Polychaeta;Eunicida;Lumbrineridae;Lumbrineriopsis;Lumbrineriopsis;1;0;1;0;3;2;2;3;
Annelida;Polychaeta;Eunicida;Lumbrineridae;Lumbrineris;Lumbrineris cingulata;1;0;1;2;1;2;2;;
Mollusca;Bivalvia;Veneroida;Mactridae;Lutraria;Lutraria;2;1;0;3;3;2;2;1;
Mollusca;Bivalvia;Veneroida;Mactridae;Lutraria;Lutraria angustior;2;1;0;3;3;2;2;4;
Mollusca;Bivalvia;Veneroida;Mactridae;Lutraria;Lutraria lutraria;2;1;0;3;3;2;2;4;1
Mollusca;Bivalvia;Veneroida;Mactridae;Lutraria;Lutraria oblonga;2;1;0;3;3;2;2;4;1
